Genename	Uniprot_id	Length	Polyx_count	Polyx_types	Polyx_lengths	Total_length	Pption_polyx	Count_grouped	Hk
At4g32535	A0A1P8B3Y4	94	0	-	0	0	0	0	0
At5g17847	B3H473	42	0	-	0	0	0	0	0
At4g01703	B3H601	37	0	-	0	0	0	0	0
At3g26539	B3H6N5	37	0	-	0	0	0	0	0
At5g04238	B3H7H9	64	0	-	0	0	0	0	0
At1g19394	F4HP54	72	0	-	0	0	0	0	0
At1g48145	F4HWT1	117	0	-	0	0	0	0	0
MEE22	F4IIV5	1297	0	-	0	0	0	0	0
At2g07827	F4INE5	179	0	-	0	0	0	0	0
CFM3A	F4J2U9	881	0	-	0	0	0	0	0
At3g10585	F4J3U4	165	0	-	0	0	0	0	0
At3g18700	F4J8U4	174	0	-	0	0	0	0	0
At4g05540	F4JGH5	689	0	-	0	0	0	0	0
TRM7B	F4JTD2	821	0	-	0	0	0	0	0
MXC9.18	F4JZH9	611	0	-	0	0	0	0	0
At5g26270	F4JZS0	305	0	-	0	0	0	0	0
MUF9.21	F4K0E2	494	0	-	0	0	0	0	0
KIN7L	F4K3X8	977	0	-	0	0	0	0	0
At5g20200	F4K465	762	0	-	0	0	0	0	0
ALKBH1D	F4KAV2	442	0	-	0	0	0	0	0
ERD6	O04036	496	0	-	0	0	0	0	0
MAGL9	O22248	351	0	-	0	0	0	0	0
At1g60690	O22707	345	0	-	0	0	0	0	0
CML5	O22845	215	0	-	0	0	0	0	0
PER19	O22959	346	0	-	0	0	0	0	0
At4g17700	O23610	164	0	-	0	0	0	0	0
MS1	O50008	765	0	-	0	0	0	0	0
CRK16	O65476	662	0	-	0	0	0	0	0
At2g45930	O80826	239	0	-	0	0	0	0	0
At4g35610	O81793	271	0	-	0	0	0	0	0
CYP73A5	P92994	505	0	-	0	0	0	0	0
At3g49725	Q0WTB4	620	0	-	0	0	0	0	1
CSLG3	Q0WVN5	751	0	-	0	0	0	0	0
At5g07380	Q1PDZ3	642	0	-	0	0	0	0	0
At2g24615	Q2V462	84	0	-	0	0	0	0	0
MLP1	Q39132	155	0	-	0	0	0	0	0
GLV11	Q3E880	116	0	-	0	0	0	0	0
At3g28120	Q3EAY7	41	0	-	0	0	0	0	0
NPGR2	Q66GN3	739	0	-	0	0	0	0	0
ADF7	Q67ZM4	137	0	-	0	0	0	0	0
AIL7	Q6J9N8	498	0	-	0	0	0	0	0
At5g04070	Q6NLR7	359	0	-	0	0	0	0	0
GULLO2	Q6NQ66	591	0	-	0	0	0	0	0
At5g19860	Q7XA63	181	0	-	0	0	0	0	0
PTAC14	Q84JF5	483	0	-	0	0	0	0	0
CLE41	Q84W98	99	0	-	0	0	0	0	0
SOT14	Q8GZ53	347	0	-	0	0	0	0	0
PIF1	Q8GZM7	478	0	-	0	0	0	0	0
BHLH128	Q8H102	362	1	S	9	9	0.0249	1	0
At2g28450	Q8L7S3	809	0	-	0	0	0	0	0
At3g19550	Q8LEN7	110	0	-	0	0	0	0	0
BZIP48	Q8RU59	166	0	-	0	0	0	0	0
At5g07910	Q8RWI2	262	0	-	0	0	0	0	0
EMB2654	Q8RWS8	822	0	-	0	0	0	0	0
ISTL7	Q8RXT2	732	0	-	0	0	0	0	0
UAH	Q8VXY9	476	0	-	0	0	0	0	0
At2g43630	Q8VYY8	274	1	G	11	11	0.0401	1	0
PTAC7	Q8VZV9	161	0	-	0	0	0	0	0
At2g20490	Q93XX8	64	0	-	0	0	0	0	0
DTX39	Q940N9	507	0	-	0	0	0	0	0
RER4	Q94CJ5	386	1	G	14	14	0.0363	1	0
PER12	Q96520	358	0	-	0	0	0	0	0
KEU	Q9C5X3	666	0	-	0	0	0	0	0
At1g28020	Q9C7F1	566	0	-	0	0	0	0	0
EIF4E3	Q9C7P6	240	0	-	0	0	0	0	0
STOP1	Q9C8N5	499	0	-	0	0	0	0	0
CRK43	Q9CAC3	413	0	-	0	0	0	0	0
FUM2	Q9FI53	499	0	-	0	0	0	0	0
LECRK21	Q9FIF1	674	0	-	0	0	0	0	0
